,Model,y transform,x transform,LED,r2 train,mae train,r2 test,mae test
1338,Lasso alpha 5,Reciprocol,Logarithm,405 nm LED,-0.14221224874077665,0.13530128502028374,-0.28192205807173976,0.13643319001017973
1339,Lasso alpha 2,None,None,405 nm LED,0.2632965522434296,0.10438654236463547,0.1939480486620207,0.10640986972274584
1340,Lasso alpha 2,None,Exponential,405 nm LED,0.02248454573006442,0.12093915863100194,-7.775564972949552e+31,180277730160176.2
1341,Lasso alpha 2,None,Logarithm,405 nm LED,0.0,0.12497875075333333,-0.10214137169790476,0.12618877100138887
1342,Lasso alpha 2,Exponential,None,405 nm LED,0.2700429180158713,0.10487464488692536,0.19745873855473833,0.10736096138894657
1343,Lasso alpha 2,Exponential,Exponential,405 nm LED,0.01714511826464915,0.12061969753676638,-919.3991692280194,0.8440368877810934
1344,Lasso alpha 2,Exponential,Logarithm,405 nm LED,-0.005414908725924983,0.12463054228333333,-0.10806864383228505,0.125949825501059
1345,Lasso alpha 2,Logarithm,None,405 nm LED,0.19869132562759284,0.1039848772040241,0.12020938067973849,0.10622370566288879
1346,Lasso alpha 2,Logarithm,Logarithm,405 nm LED,-0.03322299265632234,0.1281947585909871,-0.14666701283303127,0.12942604536759056
1347,Lasso alpha 2,Reciprocol,None,405 nm LED,-0.4053604416950749,0.12003989361783465,-0.8079677696797731,0.12746982573802637
1348,Lasso alpha 2,Reciprocol,Exponential,405 nm LED,-0.11882611467027471,0.13138965984983655,-0.5732914557795417,0.14915748038651214
1349,Lasso alpha 2,Reciprocol,Logarithm,405 nm LED,-0.14221224874077665,0.13530128502028374,-0.28192205807173976,0.13643319001017973
1350,Lasso alpha 1,None,None,405 nm LED,0.2734068219913669,0.10336477371210363,0.203548980546173,0.10557366788022071
1351,Lasso alpha 1,None,Exponential,405 nm LED,0.022484545729995697,0.12093915863096849,-7.775564973002466e+31,180277730160789.6
1352,Lasso alpha 1,None,Logarithm,405 nm LED,0.0,0.12497875075333333,-0.10214137169790476,0.12618877100138887
1353,Lasso alpha 1,Exponential,None,405 nm LED,0.27925643307999204,0.10433586577258801,0.20648827154031907,0.10690281923208303
1354,Lasso alpha 1,Exponential,Exponential,405 nm LED,0.01714511826463172,0.12061969753676,-919.3991692284053,0.8440368877818306
1355,Lasso alpha 1,Exponential,Logarithm,405 nm LED,-0.005414908725924983,0.12463054228333333,-0.10806864383228505,0.125949825501059
1356,Lasso alpha 1,Logarithm,None,405 nm LED,0.18949556731700112,0.10410997114956706,0.10809844720839419,0.10657396614458974
1357,Lasso alpha 1,Logarithm,Logarithm,405 nm LED,-0.03322299265632234,0.1281947585909871,-0.14666701283303127,0.12942604536759056
1358,Lasso alpha 1,Reciprocol,None,405 nm LED,-0.49649304420567764,0.1194422387605787,-1.151230357086465,0.1321483952554658
1359,Lasso alpha 1,Reciprocol,Exponential,405 nm LED,-0.11882611467030713,0.1313896598498478,-0.5732914558148566,0.14915748038798887
1360,Lasso alpha 1,Reciprocol,Logarithm,405 nm LED,-0.14221224874077665,0.13530128502028374,-0.28192205807173976,0.13643319001017973
1361,Lasso alpha 0.2,None,None,405 nm LED,0.28174118082464306,0.10277642694960216,0.20018089070244546,0.10588373610771092
1362,Lasso alpha 0.2,None,Exponential,405 nm LED,0.02248454572994052,0.12093915863094179,-7.775564973044739e+31,180277730161279.7
1363,Lasso alpha 0.2,None,Logarithm,405 nm LED,0.0,0.12497875075333333,-0.10214137169790476,0.12618877100138887
1364,Lasso alpha 0.2,Exponential,None,405 nm LED,0.35716669101743004,0.09989249464753179,0.25431901841965415,0.10522471843742347
1365,Lasso alpha 0.2,Exponential,Exponential,405 nm LED,0.01714511826461762,0.12061969753675493,-919.399169228714,0.8440368877824213
1366,Lasso alpha 0.2,Exponential,Logarithm,405 nm LED,-0.005414908725924983,0.12463054228333333,-0.10806864383228505,0.125949825501059
1367,Lasso alpha 0.2,Logarithm,None,405 nm LED,0.2837114218421224,0.09901013435787928,0.1401388392857666,0.10741278510024484
1368,Lasso alpha 0.2,Logarithm,Logarithm,405 nm LED,-0.03322299265632234,0.1281947585909871,-0.14666701283303127,0.12942604536759056
1369,Lasso alpha 0.2,Reciprocol,None,405 nm LED,0.11215732218502394,0.09963870529108239,-0.40477891594523,0.11626916057312493
1370,Lasso alpha 0.2,Reciprocol,Exponential,405 nm LED,-0.11882611467033288,0.1313896598498568,-0.5732914558431116,0.1491574803891704
1371,Lasso alpha 0.2,Reciprocol,Logarithm,405 nm LED,0.2126921194977308,0.10056299146580194,0.1340130808947729,0.10298088521454932
1372,LassoLars alpha 1,None,None,405 nm LED,0.0,0.12497875075333333,-0.10214137169790476,0.12618877100138887
1373,LassoLars alpha 1,None,Exponential,405 nm LED,0.0,0.12497875075333333,-0.10214137169790476,0.12618877100138887
1374,LassoLars alpha 1,None,Logarithm,405 nm LED,0.0,0.12497875075333333,-0.10214137169790476,0.12618877100138887
1375,LassoLars alpha 1,Exponential,None,405 nm LED,-0.005414908725924983,0.12463054228333333,-0.10806864383228505,0.125949825501059
1376,LassoLars alpha 1,Exponential,Exponential,405 nm LED,-0.005414908725924983,0.12463054228333333,-0.10806864383228505,0.125949825501059
1377,LassoLars alpha 1,Exponential,Logarithm,405 nm LED,-0.005414908725924983,0.12463054228333333,-0.10806864383228505,0.125949825501059
1378,LassoLars alpha 1,Logarithm,None,405 nm LED,-0.03322299265632234,0.1281947585909871,-0.14666701283303127,0.12942604536759056
1379,LassoLars alpha 1,Logarithm,Exponential,405 nm LED,-0.03322299265632234,0.1281947585909871,-0.14666701283303127,0.12942604536759056
1380,LassoLars alpha 1,Logarithm,Logarithm,405 nm LED,-0.03322299265632234,0.1281947585909871,-0.14666701283303127,0.12942604536759056
1381,LassoLars alpha 1,Reciprocol,None,405 nm LED,-0.14221224874077665,0.13530128502028374,-0.28192205807173976,0.13643319001017973
1382,LassoLars alpha 1,Reciprocol,Exponential,405 nm LED,-0.14221224874077665,0.13530128502028374,-0.28192205807173976,0.13643319001017973
1383,LassoLars alpha 1,Reciprocol,Logarithm,405 nm LED,-0.14221224874077665,0.13530128502028374,-0.28192205807173976,0.13643319001017973
1384,LassoLars alpha 0.1,None,None,405 nm LED,0.0,0.12497875075333333,-0.10214137169790476,0.12618877100138887
1385,LassoLars alpha 0.1,None,Exponential,405 nm LED,0.0,0.12497875075333333,-0.10214137169790476,0.12618877100138887
1386,LassoLars alpha 0.1,None,Logarithm,405 nm LED,0.0,0.12497875075333333,-0.10214137169790476,0.12618877100138887
1387,LassoLars alpha 0.1,Exponential,None,405 nm LED,-0.005414908725924983,0.12463054228333333,-0.10806864383228505,0.125949825501059
1388,LassoLars alpha 0.1,Exponential,Exponential,405 nm LED,-0.005414908725924983,0.12463054228333333,-0.10806864383228505,0.125949825501059
1389,LassoLars alpha 0.1,Exponential,Logarithm,405 nm LED,-0.005414908725924983,0.12463054228333333,-0.10806864383228505,0.125949825501059
1390,LassoLars alpha 0.1,Logarithm,None,405 nm LED,-0.03322299265632234,0.1281947585909871,-0.14666701283303127,0.12942604536759056
1391,LassoLars alpha 0.1,Logarithm,Exponential,405 nm LED,-0.03322299265632234,0.1281947585909871,-0.14666701283303127,0.12942604536759056
1392,LassoLars alpha 0.1,Logarithm,Logarithm,405 nm LED,-0.03322299265632234,0.1281947585909871,-0.14666701283303127,0.12942604536759056
1393,LassoLars alpha 0.1,Reciprocol,None,405 nm LED,-0.14221224874077665,0.13530128502028374,-0.27224020449764036,0.13600378136429178
1394,LassoLars alpha 0.1,Reciprocol,Exponential,405 nm LED,-0.14221224874077665,0.13530128502028374,-0.28192205807173976,0.13643319001017973
1395,LassoLars alpha 0.1,Reciprocol,Logarithm,405 nm LED,-0.14221224874077665,0.13530128502028374,-0.2055729848520024,0.13232941521285896
1396,LassoLars alpha 0.01,None,None,405 nm LED,0.019450687106205677,0.12348684748353275,-0.02562418255888397,0.12142092751897286
1397,LassoLars alpha 0.01,None,Exponential,405 nm LED,0.0,0.12497875075333333,-0.10214137169790476,0.12618877100138887
1398,LassoLars alpha 0.01,None,Logarithm,405 nm LED,0.1024540548115288,0.11762652574649134,0.06851638143447303,0.11591223738357379
1399,LassoLars alpha 0.01,Exponential,None,405 nm LED,0.15358601796561955,0.11289315154061065,0.10827735374474415,0.11235731023168707
1400,LassoLars alpha 0.01,Exponential,Exponential,405 nm LED,-0.005414908725924983,0.12463054228333333,-0.10806864383228505,0.125949825501059
