Leaf number,940 nm,led,led current,Read number,gain,integration time,410 nm,435 nm,460 nm,485 nm,510 nm,535 nm,565 nm,585 nm,610 nm,645 nm,680 nm,705 nm,730 nm,760 nm,810 nm,860 nm,900 nm,940 nm,led,led current,saturation check,time
8,2374.68,b'IR',100 mA,3,64,250,124.25,115.48,112.69,127.87,202.84,98.22,134.89,228.31,119.13,205.77,282.86,116.94,188.17,236.08,1869.7,6088.81,5035.59,2374.68,b'IR',100 mA,b'OK Read',10:53:07
9,24.35,b'White',12.5 mA,1,64,50,37.95,403.25,1460.8,375.55,847.7,1654.2,435.3,329.15,1019.5,108.3,307.9,104.8,511.15,235.2,78.85,45.65,26.05,24.35,b'White',12.5 mA,b'OK Read',10:59:13
9,233.85,b'IR',12.5 mA,1,64,50,18.95,18.35,16.7,17.9,26.5,16.15,21.5,31.35,17.2,29.35,36.55,16.75,31.65,42.75,346.1,1118.45,631.4,233.85,b'IR',12.5 mA,b'OK Read',10:59:14
9,39,b'White',25 mA,1,64,50,66.4,728.6,2303.9,599.1,1396.4,2746.2,720.1,545.95,1683.9,178.25,511.45,178.15,904.7,414.85,131.4,68.5,39.05,39,b'White',25 mA,b'OK Read',10:59:16
9,511.55,b'IR',25 mA,1,64,50,37.95,32.1,33.4,40.25,60.55,32.3,40.3,65.3,34.35,56.4,73.05,35.65,58.8,85.55,700.9,2299.7,1347.4,511.55,b'IR',25 mA,b'OK Read',10:59:17
9,43.85,b'White',50 mA,1,64,50,80.6,911.9,2746.3,710.9,1699.15,3327.75,870.6,658.3,2033.25,216.6,610.6,222.15,1144.4,526.05,162.1,85.6,45.55,43.85,b'White',50 mA,b'OK Read',10:59:19
9,1110.85,b'IR',50 mA,1,64,50,75.9,68.75,66.8,76,117.3,61.4,80.6,130.6,68.75,115.05,146.15,69.15,117.6,158.25,1340.5,4439.65,2805.5,1110.85,b'IR',50 mA,b'OK Read',10:59:20
9,63.35,b'White',100 mA,1,64,50,118.55,1379.35,3718.8,974.65,2403.05,4684.7,1227.95,924.75,2852.3,302.35,923.75,322.75,1709.85,786.9,232.2,119.85,65.1,63.35,b'White',100 mA,b'OK Read',10:59:22
9,2445.8,b'IR',100 mA,1,64,50,142.25,128.3,125.2,143.05,230.85,113.1,150.45,250.75,131.75,218.85,302.7,129.95,217.1,286.55,2352.45,7738,5666.35,2445.8,b'IR',100 mA,b'OK Read',10:59:23
9,21.925,b'White',12.5 mA,1,64,100,37.95,405.55,1464.975,375.55,845.8,1652.575,433.95,329.15,1019.5,109.425,300.075,108.975,554.125,254.475,83.225,45.65,26.025,21.925,b'White',12.5 mA,b'OK Read',10:59:25
9,236.3,b'IR',12.5 mA,1,64,100,18.975,16.05,16.7,20.125,28.375,14.55,20.15,32.65,17.175,28.2,46.975,17.825,31.675,42.775,337.325,1104.2,631.4,236.3,b'IR',12.5 mA,b'OK Read',10:59:26
9,43.85,b'White',25 mA,1,64,100,78.25,875.25,2671.175,690.775,1644.275,3209.85,841.025,634.775,1958.825,208.7,592.35,219,1148.95,528.175,159.9,85.6,45.575,43.85,b'White',25 mA,b'OK Read',10:59:28
9,516.45,b'IR',25 mA,1,64,100,37.95,34.375,33.4,38,58.65,30.7,40.3,65.3,37.225,57.525,86.1,35.625,61.075,83.4,689.975,2271.175,1349.05,516.45,b'IR',25 mA,b'OK Read',10:59:29
9,70.65,b'White',50 mA,1,64,100,132.8,1532.85,4008.85,1059.625,2607.375,5112.8,1338.125,1008.325,3101.45,328.275,986.35,369.9,1999.35,919.5,258.475,136.95,71.6,70.65,b'White',50 mA,b'OK Read',10:59:31
9,1127.9,b'IR',50 mA,1,64,100,73.5,66.45,66.775,76,117.325,59.775,79.275,130.6,71.6,113.95,146.125,69.15,115.35,156.1,1309.85,4339.775,2805.5,1127.9,b'IR',50 mA,b'OK Read',10:59:31
9,80.4,b'White',100 mA,1,64,100,154.125,1787.175,4472.125,1191.5,2955.525,5799.35,1516.825,1142.85,3508.1,371.15,1197.725,433.8,2386.1,1103.4,300.075,159.775,81.375,80.4,b'White',100 mA,b'OK Read',10:59:33
9,2492.1,b'IR',100 mA,1,64,100,135.15,126.025,125.2,140.825,225.175,111.475,146.45,246.85,128.875,215.475,294.875,127.85,208.075,271.575,2238.575,7355.65,5619.15,2492.1,b'IR',100 mA,b'OK Read',10:59:34
9,22.733,b'White',12.5 mA,1,64,150,37.933,404.783,1464.967,375.567,845.167,1650.967,432.6,328.267,1015.683,109.8,330.533,114.567,603.117,277.983,86.15,47.55,26.033,22.733,b'White',12.5 mA,b'OK Read',10:59:36
9,237.117,b'IR',12.5 mA,1,64,150,18.967,16.8,16.7,19.367,27.75,15.083,20.6,32.217,19.1,28.583,34.8,18.167,31.667,42.767,335.85,1099.45,631.4,237.117,b'IR',12.5 mA,b'OK Read',10:59:37
9,43.85,b'White',25 mA,1,64,150,79.033,875.267,2671.183,691.517,1643.65,3206.067,839.233,633.9,1956.9,209.083,645.4,229.833,1228.85,565.95,165,87.5,46.65,43.85,b'White',25 mA,b'OK Read',10:59:39
9,519.7,b'IR',25 mA,1,64,150,37.933,33.6,33.383,38.75,59.283,31.233,40.3,65.3,36.267,57.15,73.067,35.633,60.317,82.683,683.4,2255.967,1349.6,519.7,b'IR',25 mA,b'OK Read',10:59:40
9,66.583,b'White',50 mA,1,64,150,123.3,1414.467,3789.733,1000,2440.867,4781.65,1252.15,944.75,2903.85,308.35,984.617,357.667,1948.067,899.533,249.7,131.25,67.267,66.583,b'White',50 mA,b'OK Read',10:59:42
9,1135.2,b'IR',50 mA,1,64,150,74.3,67.217,65.383,76,117.317,59.233,78.817,129.733,70.633,112.817,144.383,69.15,114.6,153.967,1286.483,4279.85,2801.167,1135.2,b'IR',50 mA,b'OK Read',10:59:43
9,76.333,b'White',100 mA,1,64,150,143.85,1640.533,4216.833,1120.717,2754.967,5399.817,1413.367,1065.783,3272.333,346.7,1132.483,411.45,2267.733,1049.233,286.217,150.267,75.95,76.333,b'White',100 mA,b'OK Read',10:59:45
9,2515.65,b'IR',100 mA,1,64,150,132.783,125.25,122.433,137.117,222.017,108.767,143.3,244.683,127.917,212.083,273.117,125.75,205.067,263.733,2158.25,7112.167,5580.633,2515.65,b'IR',100 mA,b'OK Read',10:59:46
9,23.137,b'White',12.5 mA,1,64,200,39.125,404.4,1464.975,375.562,844.85,1650.15,432.613,328.488,1015.2,109.987,335.312,116.838,625.362,288.675,87.612,48.5,26.038,23.137,b'White',12.5 mA,b'OK Read',10:59:48
9,237.512,b'IR',12.5 mA,1,64,200,18.975,16.038,16.7,19,28.387,15.35,20.825,32,17.188,28.2,46.975,17.812,31.663,42.763,334.038,1095.638,632.212,237.512,b'IR',12.5 mA,b'OK Read',10:59:48
9,45.062,b'White',25 mA,1,64,200,79.438,874.112,2674.3,691.888,1643.325,3204.188,838.35,633.462,1953.088,209.262,653.662,237.338,1259.763,583.775,167.562,89.875,46.375,45.062,b'White',25 mA,b'OK Read',10:59:50
9,521.312,b'IR',25 mA,1,64,200,37.938,33.225,33.388,39.125,58.663,30.688,40.3,65.3,35.8,57.538,73.062,35.625,59.938,81.263,677.925,2244.075,1349.862,521.312,b'IR',25 mA,b'OK Read',10:59:51
9,65.775,b'White',50 mA,1,64,200,122.112,1386.213,3736.512,986.962,2397.35,4698.45,1230.65,928,2852.312,302.9,970.7,356.275,1911.138,885.288,247.512,129.825,66.725,65.775,b'White',50 mA,b'OK Read',10:59:53
9,1141.3,b'IR',50 mA,1,64,200,73.513,66.45,65.737,74.888,117.312,59.775,78.6,129.963,70.162,112.812,161.787,69.162,114.213,152.887,1269.325,4235.625,2796.55,1141.3,b'IR',50 mA,b'OK Read',10:59:54
9,73.088,b'White',100 mA,1,64,200,139.9,1590.125,4131.975,1097.625,2684.012,5267.075,1377.088,1038.362,3187.375,338.438,1063.338,399.75,2189.325,1013.587,279.275,145.512,74.862,73.088,b'White',100 mA,b'OK Read',10:59:56
9,2534.725,b'IR',100 mA,1,64,200,131.6,123.725,121.037,135.25,220.438,107.425,142.412,242.287,126,209.825,289.65,125.213,202.425,258.738,2102.762,6964.75,5551.613,2534.725,b'IR',100 mA,b'OK Read',10:59:57
9,23.39,b'White',12.5 mA,1,64,250,38.89,403.26,1464.14,375.56,845.41,1649.67,432.07,328.1,1013.77,109.2,317.31,116.94,627.85,290.82,87.61,47.93,26.04,23.39,b'White',12.5 mA,b'OK Read',10:59:59
9,238.73,b'IR',12.5 mA,1,64,250,18.02,16.5,16.69,18.78,28,15.51,20.42,31.87,18.33,28.43,35.49,18.02,30.76,41.91,332.94,1094.5,632.05,238.73,b'IR',12.5 mA,b'OK Read',11:00:00
9,44.82,b'White',25 mA,1,64,250,78.72,872.51,2672.01,691.21,1640.11,3199.18,837.27,632.68,1948.51,208.93,630.44,239.33,1263.84,586.77,169.1,90.16,46.87,44.82,b'White',25 mA,b'OK Read',11:00:02
9,523.27,b'IR',25 mA,1,64,250,37.94,33.91,33.39,38.45,59.04,30.37,40.31,65.31,35.51,57.31,86.63,35.63,59.71,81.26,674.64,2235.8,1349.38,523.27,b'IR',25 mA,b'OK Read',11:00:03
9,64.31,b'White',50 mA,1,64,250,118.56,1341.76,3651.16,963.94,2332.64,4578.1,1197.87,903.31,2776.71,295.12,952.96,344.11,1853.69,857.91,241.82,125.54,65.09,64.31,b'White',50 mA,b'OK Read',11:00:05
9,1146.9,b'IR',50 mA,1,64,250,73.03,65.99,65.11,75.11,116.56,59.45,77.92,129.57,69.88,112.36,159.7,68.74,113.08,151.4,1254.65,4204.53,2795.09,1146.9,b'IR',50 mA,b'OK Read',11:00:06
9,72.11,b'White',100 mA,1,64,250,136.58,1552.55,4062.69,1079.29,2629.33,5162.24,1348.88,1017.73,3126.09,331.67,1046.9,388.12,2144.09,993.06,273.36,142.66,72.9,72.11,b'White',100 mA,b'OK Read',11:00:08
9,2547.15,b'IR',100 mA,1,64,250,130.89,122.81,120.2,134.13,218.73,106.62,141.34,241.37,124.86,208.48,287.04,123.65,200.84,254.89,2056.32,6848.91,5524.44,2547.15,b'IR',100 mA,b'OK Read',11:00:09
9,29.25,b'White',12.5 mA,2,64,50,37.95,375.75,1310.55,330.85,764.45,1499.1,456.8,397.05,1065.3,144.4,334,113.15,547.35,252.35,92,57.05,29.3,29.25,b'White',12.5 mA,b'OK Read',11:00:25
9,238.75,b'IR',12.5 mA,2,64,50,18.95,18.35,16.7,17.9,26.5,16.15,24.2,33.95,22.9,29.35,36.55,20.95,40.7,51.3,354.85,1101.35,641.15,238.75,b'IR',12.5 mA,b'OK Read',11:00:26
9,53.6,b'White',25 mA,2,64,50,75.9,824.85,2437.45,612.5,1525.05,2920.7,886.7,770.6,2056.2,288.8,709.75,232.6,1158,530.3,170.85,97,52.05,53.6,b'White',25 mA,b'OK Read',11:00:28
9,526.2,b'IR',25 mA,2,64,50,37.95,32.1,33.4,40.25,56.75,29.1,43,67.9,40.1,58.65,73.05,37.7,72.35,94.1,705.3,2248.35,1370.2,526.2,b'IR',25 mA,b'OK Read',11:00:29
9,73.1,b'White',50 mA,2,64,50,109.1,1228.1,3263.85,831.6,2123,4080.55,1238.7,1073.65,2863.75,399.35,1028.1,341.6,1750.55,799.75,240.95,131.25,71.6,73.1,b'White',50 mA,b'OK Read',11:00:31
9,1140.1,b'IR',50 mA,2,64,50,75.9,68.75,66.8,80.5,117.3,58.15,83.3,133.2,74.45,115.05,146.15,73.35,126.65,171.05,1344.9,4331.2,2844.55,1140.1,b'IR',50 mA,b'OK Read',11:00:32
9,82.85,b'White',100 mA,2,64,50,128.05,1420.6,3626.95,929.95,2391.65,4597.5,1394.55,1209.45,3224.6,449,1189.9,391.9,2021.95,928.05,276,148.35,81.35,82.85,b'White',100 mA,b'OK Read',11:00:34
9,2499.4,b'IR',100 mA,2,64,50,142.25,128.3,125.2,143.05,223.25,109.85,150.45,253.4,131.75,221.1,307.9,132.05,221.65,295.1,2352.45,7526.85,5734.7,2499.4,b'IR',100 mA,b'OK Read',11:00:35
9,29.225,b'White',12.5 mA,2,64,100,37.95,380.35,1337.675,333.075,783.35,1499.1,456.8,398.375,1068.175,152.3,360.1,123.65,603.875,282.275,100.75,62.775,30.925,29.225,b'White',12.5 mA,b'OK Read',11:00:37
9,243.6,b'IR',12.5 mA,2,64,100,18.975,16.05,16.7,20.125,28.375,16.15,22.85,33.95,20.05,29.325,36.525,20.95,40.7,53.45,348.275,1087.075,642.8,243.6,b'IR',12.5 mA,b'OK Read',11:00:38
9,53.6,b'White',25 mA,2,64,100,75.875,822.55,2441.625,614.75,1523.175,2911,884.025,768,2053.325,288.8,743.675,236.825,1200.95,560.25,177.425,99.875,53.7,53.6,b'White',25 mA,b'OK Read',11:00:39
9,528.625,b'IR',25 mA,2,64,100,37.95,34.375,33.4,40.25,58.65,30.7,43,66.6,37.225,58.65,73.075,38.775,70.125,91.95,698.725,2222.675,1370.2,528.625,b'IR',25 mA,b'OK Read',11:00:40
9,87.7,b'White',50 mA,2,64,100,135.15,1523.675,3812.675,981.375,2526.025,4849.5,1472.475,1276.075,3399.3,473.8,1273.4,404.475,2146.35,1011.45,291.325,162.625,84.625,87.7,b'White',50 mA,b'OK Read',11:00:42
9,1154.7,b'IR',50 mA,2,64,100,75.875,66.45,64.7,78.25,115.425,58.15,81.95,131.925,71.6,115.075,161.775,72.3,124.4,166.8,1314.225,4231.35,2841.3,1154.7,b'IR',50 mA,b'OK Read',11:00:43
9,97.45,b'White',100 mA,2,64,100,154.125,1734.475,4186.225,1084.2,2809.85,5390.65,1636.375,1418.45,3774.45,526.825,1450.85,447.425,2467.5,1173.975,328.55,182.6,92.75,97.45,b'White',100 mA,b'OK Read',11:00:45
9,2550.55,b'IR',100 mA,2,64,100,137.525,126.025,123.125,140.825,219.5,106.625,147.775,249.475,128.875,216.6,281.825,129.925,217.125,282.275,2234.175,7158.775,5687.5,2550.55,b'IR',100 mA,b'OK Read',11:00:46
9,27.617,b'White',12.5 mA,2,64,150,37.933,378.817,1336.983,333.833,780.833,1492.65,455.9,397.067,1065.317,150.417,394.9,117.367,615.183,296.517,100.75,62.767,30.383,27.617,b'White',12.5 mA,b'OK Read',11:00:48
9,243.6,b'IR',12.5 mA,2,64,150,18.967,16.8,16.7,19.367,27.75,15.083,22.4,33.967,19.1,29.333,36.533,20.267,40.717,52.75,346.083,1082.333,641.167,243.6,b'IR',12.5 mA,b'OK Read',11:00:49
9,51.967,b'White',25 mA,2,64,150,75.883,820.267,2437.45,614.017,1518.767,2899.15,881.333,766.25,2048.55,288.05,765.433,231.233,1242.433,590.183,179.617,104.617,53.167,51.967,b'White',25 mA,b'OK Read',11:00:51
9,531.067,b'IR',25 mA,2,64,150,37.933,33.6,33.383,38.75,58.033,30.15,43,67.05,36.267,58.667,74.8,38.417,69.367,92.667,690.7,2206.5,1368.033,531.067,b'IR',25 mA,b'OK Read',11:00:52
9,68.217,b'White',50 mA,2,64,150,102.75,1134.933,3091.333,789.867,1982.967,3800.55,1155.417,1003.1,2678.583,373.783,970.7,307.367,1688.733,801.183,235.1,133.15,67.267,68.217,b'White',50 mA,b'OK Read',11:00:54
9,1161.183,b'IR',50 mA,2,64,150,74.3,67.217,65.383,76,114.783,58.15,80.617,131.483,70.633,114.317,161.783,71.95,123.633,163.95,1290.867,4171.433,2834.8,1161.183,b'IR',50 mA,b'OK Read',11:00:55
9,76.333,b'White',100 mA,2,64,150,118.567,1304.483,3415.483,877.8,2221.383,4259.333,1294.233,1123.267,2997.4,417.4,1144.667,346.483,1937.517,919.5,264.3,148.367,73.767,76.333,b'White',100 mA,b'OK Read',11:00:57
9,2574.1,b'IR',100 mA,2,64,150,135.95,125.25,121.033,140.083,216.967,105.533,146,246.417,127.917,213.583,278.333,128.533,212.6,273.717,2158.25,6940.967,5645.733,2574.1,b'IR',100 mA,b'OK Read',11:00:58
9,28.012,b'White',12.5 mA,2,64,200,37.938,379.2,1337.675,334.2,781.462,1494.263,456.113,397.062,1063.888,150.6,397.938,118.412,631.013,302.575,100.763,62.775,30.925,28.012,b'White',12.5 mA,b'OK Read',11:01:00
9,243.613,b'IR',12.5 mA,2,64,200,18.975,16.038,16.7,19,28.387,15.35,22.837,33.3,20.05,29.325,35.225,20.962,40.712,52.388,344.988,1079.95,641.162,243.613,b'IR',12.5 mA,b'OK Read',11:01:00
9,52.375,b'White',25 mA,2,64,200,77.062,820.263,2439.537,615.875,1517.5,2898.062,880.663,765.388,2047.588,287.675,767.175,235.238,1273.338,605.163,182.9,105.575,52.888,52.375,b'White',25 mA,b'OK Read',11:01:02
9,532.275,b'IR',25 mA,2,64,200,37.938,33.225,33.388,39.125,57.712,30.688,42.987,67.263,37.225,58.1,74.362,38.25,70.112,91.95,685.587,2195.562,1367.763,532.275,b'IR',25 mA,b'OK Read',11:01:03
9,71.862,b'White',50 mA,2,64,200,109.075,1200.612,3223.15,824.888,2073.8,3976.363,1209.15,1049.463,2799.325,390.887,1060.725,326.4,1787.875,847.862,247.512,138.387,69.975,71.862,b'White',50 mA,b'OK Read',11:01:05
9,1166.875,b'IR',50 mA,2,64,200,74.688,66.45,64.688,76.013,113.525,58.15,80.612,131.262,70.162,113.938,146.125,71.775,122.138,162.512,1272.612,4131.488,2830.725,1166.875,b'IR',50 mA,b'OK Read',11:01:06
9,80.388,b'White',100 mA,2,64,200,125.675,1385.062,3571.65,921.013,2331.125,4470.675,1358.275,1178.775,3144.412,438.275,1158.588,367.8,2049.1,969.75,278.175,154.075,78.112,80.388,b'White',100 mA,b'OK Read',11:01:08
9,2590.75,b'IR',100 mA,2,64,200,133.975,123.725,120,137.488,214.762,104.2,145.1,244.238,126,212.088,292.25,127.312,210.338,268.363,2104.95,6792.125,5616.7,2590.75,b'IR',100 mA,b'OK Read',11:01:09
9,28.26,b'White',12.5 mA,2,64,250,37.94,379.43,1335.59,334.43,781.08,1493.94,455.18,397.06,1064.18,150.27,372.63,119.46,635.08,304.5,100.76,63.91,30.59,28.26,b'White',12.5 mA,b'OK Read',11:01:11
9,243.61,b'IR',12.5 mA,2,64,250,18.97,16.5,16.69,19.67,28,14.86,22.57,33.44,19.47,28.88,50.1,20.54,40.71,52.18,343.45,1078.52,641.82,243.61,b'IR',12.5 mA,b'OK Read',11:01:12
9,52.62,b'White',25 mA,2,64,250,76.83,819.35,2438.28,616.1,1515.99,2892.25,879.72,764.34,2044.73,287.44,769.26,238.91,1271.98,605.59,183.99,106.14,52.73,52.62,b'White',25 mA,b'OK Read',11:01:14
9,533.99,b'IR',25 mA,2,64,250,37.94,33.91,33.39,39.34,57.52,29.72,42.45,66.87,37.8,58.21,86.63,38.14,69.66,91.52,682.52,2186.72,1366.95,533.99,b'IR',25 mA,b'OK Read',11:01:15
9,67.24,b'White',50 mA,2,64,250,100.54,1099.8,3024.27,771.69,1929.99,3694.79,1123.7,975.41,2604.88,364.16,986.36,304.3,1635.66,774.95,231.3,128.97,65.74,67.24,b'White',50 mA,b'OK Read',11:01:17
9,1171.26,b'IR',50 mA,2,64,250,73.98,65.99,64.28,75.11,114.29,57.51,80.61,130.61,69.88,113.26,145.08,71.25,122.13,161.66,1259.03,4101.81,2827.64,1171.26,b'IR',50 mA,b'OK Read',11:01:18
9,72.11,b'White',100 mA,2,64,250,110.97,1209.78,3243.81,831.6,2086.66,3996.55,1215.6,1054.82,2815.65,393.04,1029.16,328.61,1792.17,845.94,248.83,138.1,70.3,72.11,b'White',100 mA,b'OK Read',11:01:19
9,2604.64,b'IR',100 mA,2,64,250,132.79,122.81,118.53,135.92,213.43,103.39,143.49,242.94,124.86,210.28,293.3,126.16,208.98,265.16,2058.95,6677.71,5591.48,2604.64,b'IR',100 mA,b'OK Read',11:01:21
9,34.1,b'White',12.5 mA,3,64,50,47.4,366.6,1051.8,482.85,741.7,1240.65,486.35,417.95,916.4,135.35,229.65,121.55,506.6,256.6,100.75,85.6,35.8,34.1,b'White',12.5 mA,b'OK Read',11:01:29
9,243.6,b'IR',12.5 mA,3,64,50,18.95,18.35,16.7,22.35,30.25,16.15,24.2,33.95,22.9,29.35,52.2,23.05,67.85,81.25,341.7,964.4,641.15,243.6,b'IR',12.5 mA,b'OK Read',11:01:30
9,63.35,b'White',25 mA,3,64,50,94.85,792.75,1882.35,894.2,1544,2403.75,943.15,809.8,1758.35,297.8,438.4,241,1022.3,491.85,179.6,119.85,65.1,63.35,b'White',25 mA,b'OK Read',11:01:32
9,526.2,b'IR',25 mA,3,64,50,37.95,32.1,33.4,40.25,60.55,32.3,45.7,67.9,40.1,58.65,88.7,41.9,99.5,124.05,652.75,1934.5,1360.45,526.2,b'IR',25 mA,b'OK Read',11:01:33
9,87.7,b'White',50 mA,3,64,50,137.55,1150.2,2475,1189.3,2100.3,3272.85,1284.4,1102.35,2376.95,401.6,626.25,339.5,1470.1,688.55,227.8,136.95,84.6,87.7,b'White',50 mA,b'OK Read',11:01:34
9,1144.95,b'IR',50 mA,3,64,50,75.9,68.75,66.8,80.5,117.3,61.4,86,133.2,74.45,117.3,140.9,75.45,149.25,188.2,1213.45,3680.7,2818.5,1144.95,b'IR',50 mA,b'OK Read',11:01:35
9,97.45,b'White',100 mA,3,64,50,151.75,1292.25,2687.85,1301.05,2308.4,3605.6,1416.05,1214.7,2617.5,442.2,699.35,381.4,1669.15,782.65,254.1,148.35,91.15,97.45,b'White',100 mA,b'OK Read',11:01:37
9,2514,b'IR',100 mA,3,64,50,142.25,128.3,125.2,147.55,223.25,109.85,153.15,253.4,131.75,221.1,297.45,136.2,239.75,307.95,2107.15,6379.85,5676.1,2514,b'IR',100 mA,b'OK Read',11:01:38
9,36.55,b'White',12.5 mA,3,64,100,47.425,364.3,1028.825,487.325,790.925,1232.575,487.7,420.575,907.825,156.8,234.85,128.875,549.6,275.85,116.1,88.45,40.675,36.55,b'White',12.5 mA,b'OK Read',11:01:40
9,243.6,b'IR',12.5 mA,3,64,100,18.975,18.325,18.775,20.125,30.275,17.775,25.525,35.275,22.9,30.45,49.575,24.1,67.85,83.4,339.5,955.825,639.55,243.6,b'IR',12.5 mA,b'OK Read',11:01:41
9,65.775,b'White',25 mA,3,64,100,97.225,788.2,1874,896.425,1534.525,2385.975,940.45,808.475,1738.3,297.825,454.05,247.3,1087.875,521.775,184,119.825,65.1,65.775,b'White',25 mA,b'OK Read',11:01:43
9,531.05,b'IR',25 mA,3,64,100,40.3,34.375,33.4,40.25,58.65,32.3,45.675,67.925,40.1,58.65,73.075,40.875,95,119.75,643.975,1905.95,1358.825,531.05,b'IR',25 mA,b'OK Read',11:01:44
9,85.25,b'White',50 mA,3,64,100,130.425,1092.925,2381.1,1149.025,2001.9,3135.525,1234.675,1060.575,2268.1,386.95,605.375,326.925,1485.925,703.525,227.8,139.8,79.75,85.25,b'White',50 mA,b'OK Read',11:01:46
9,1154.7,b'IR',50 mA,3,64,100,75.875,66.45,64.7,78.25,117.325,59.775,83.3,133.225,74.45,115.075,161.775,75.45,149.275,190.325,1189.375,3595.075,2812.025,1154.7,b'IR',50 mA,b'OK Read',11:01:47
9,92.575,b'White',100 mA,3,64,100,149.375,1244.15,2616.925,1269.75,2232.725,3487.7,1374.4,1179.425,2525.85,429.8,686.275,364.65,1707.575,804.025,254.075,154.075,87.875,92.575,b'White',100 mA,b'OK Read',11:01:49
9,2553,b'IR',100 mA,3,64,100,137.525,126.025,123.125,143.075,221.375,108.225,150.475,249.475,128.875,217.725,289.65,133.075,237.475,299.375,2006.375,6054.575,5627.275,2553,b'IR',100 mA,b'OK Read',11:01:49
9,35.733,b'White',12.5 mA,3,64,150,47.417,362.017,1023.95,485.85,788.4,1227.717,486.35,419.7,901.133,155.683,220.933,126.433,574.467,289.4,116.817,87.5,39.05,35.733,b'White',12.5 mA,b'OK Read',11:01:51
9,245.233,b'IR',12.5 mA,3,64,150,18.967,16.8,18.083,20.867,29.017,17.233,25.083,34.833,22.917,30.083,50.45,23.75,67.85,82.683,335.85,947.267,640.083,245.233,b'IR',12.5 mA,b'OK Read',11:01:52
9,64.967,b'White',25 mA,3,64,150,96.433,783.617,1868.433,894.2,1527.6,2376.817,938.667,807.183,1727.8,296.317,469.7,244.5,1150.45,551.7,186.917,119.833,64,64.967,b'White',25 mA,b'OK Read',11:01:54
9,532.683,b'IR',25 mA,3,64,150,39.517,35.133,33.383,40.233,59.283,32.317,44.783,67.917,40.1,59.417,85.233,41.217,94.983,119.75,639.583,1890.75,1358.267,532.683,b'IR',25 mA,b'OK Read',11:01:55
9,81.2,b'White',50 mA,3,64,150,128.05,1055.5,2321.967,1123.7,1947.65,3043.45,1202.883,1032.7,2203.183,376.783,612.35,317.15,1522.883,721.35,227.8,138.85,78.117,81.2,b'White',50 mA,b'OK Read',11:01:57
9,1162.817,b'IR',50 mA,3,64,150,75.883,67.217,65.383,77.5,116.05,59.233,83.3,132.35,72.55,115.067,140.917,74.05,143.233,185.333,1166.733,3541.817,2807.667,1162.817,b'IR',50 mA,b'OK Read',11:01:58
9,90.95,b'White',100 mA,3,64,150,145.433,1211.317,2568.217,1247.4,2181.017,3411.767,1346.183,1155.483,2464.75,420.417,662.8,357.667,1749.05,823.983,255.55,152.167,86.783,90.95,b'White',100 mA,b'OK Read',11:02:00
9,2577.35,b'IR',100 mA,3,64,150,135.95,125.25,121.033,140.083,216.967,106.617,148.683,247.283,127.917,214.35,285.3,130.633,233.717,290.817,1937.75,5860.55,5589.317,2577.35,b'IR',100 mA,b'OK Read',11:02:01
9,35.325,b'White',12.5 mA,3,64,200,48.612,362.012,1022.562,485.1,785.237,1225.3,486.35,418.613,897.788,155.675,242.675,126.787,602.737,301.512,118.275,88.45,39.05,35.325,b'White',12.5 mA,b'OK Read',11:02:02
9,244.825,b'IR',12.5 mA,3,64,200,20.15,17.188,17.738,20.125,29.325,16.962,24.85,35.263,22.913,29.9,49.575,23.575,66.725,82.325,332.938,944.425,639.538,244.825,b'IR',12.5 mA,b'OK Read',11:02:03
9,64.55,b'White',25 mA,3,64,200,97.225,781.312,1865.65,893.075,1524.125,2370.625,937.087,805.875,1719.688,296.125,477.525,249.912,1195.312,573.087,189.463,121.263,64.275,64.55,b'White',25 mA,b'OK Read',11:02:05
9,534.712,b'IR',25 mA,3,64,200,39.125,34.375,34.438,40.237,58.663,31.5,45.013,68.575,40.087,59.225,71.763,41.388,93.862,117.612,634.112,1878.85,1357.188,534.712,b'IR',25 mA,b'OK Read',11:02:06
9,84.05,b'White',50 mA,3,64,200,130.412,1074.6,2355.012,1142.325,1977.3,3091.912,1221.912,1049.463,2236.6,382.438,601.475,327.975,1583.188,749.5,236.562,142.662,79.737,84.05,b'White',50 mA,b'OK Read',11:02:08
9,1169.312,b'IR',50 mA,3,64,200,74.688,66.45,64.688,77.125,114.475,58.962,82.625,132.575,71.6,114.5,157.875,74.4,145.875,184.975,1153.237,3506.625,2804.688,1169.312,b'IR',50 mA,b'OK Read',11:02:09
9,92.575,b'White',100 mA,3,64,200,149.387,1231.55,2600.225,1267.513,2210.975,3458.613,1367.013,1173.55,2497.2,426.988,713.675,366.75,1800.312,847.862,260.65,154.075,87.875,92.575,b'White',100 mA,b'OK Read',11:02:11
9,2594.413,b'IR',100 mA,3,64,200,133.975,123.725,118.95,138.6,215.7,105,146.438,245.55,126,212.65,280.512,129.412,229.562,285.475,1887.013,5733.575,5559.75,2594.413,b'IR',100 mA,b'OK Read',11:02:12
9,35.08,b'White',12.5 mA,3,64,250,48.37,361.1,1019.22,484.65,784.86,1224.49,485.81,419,895.79,155.68,246.33,128.26,614.28,306.21,118.28,87.88,39.71,35.08,b'White',12.5 mA,b'OK Read',11:02:14
